"","playerId","career_efficiency","career_shooting"
"530",8473646,1.11292831784275,0.084
"531",8473682,1.61168280871671,0.0935
"532",8473734,0.87262963584494,0.0625
"533",8473898,0.996953752423151,0.0689
"534",8473905,0,0
"535",8473908,0.987908412657576,0.0864
"536",8473932,0.857015325100432,0.071
"537",8473942,1.01035615054307,0.0957
"538",8473962,2.07900286116843,0.0932
"539",8473973,0.682261208576998,0.0224
"540",8474001,1.33360146484478,0.0859
"541",8474040,1.94865193683355,0.0934
"542",8474068,1.98554832279565,0.1067
"543",8474091,1.3773382580722,0.1054
"544",8474102,2.42035874675001,0.1284
"545",8474114,1.53475330808205,0.08
"546",8474121,0.758160758160758,0.0666
"547",8474138,1.33756670945079,0.1192
"548",8474141,3.10326076010554,0.116
"549",8474150,1.87285071863151,0.0832
"550",8474153,1.5527950310559,0.0756
"551",8474157,2.54882924285527,0.1108
"552",8474161,2.64723270394348,0.0885
"553",8474177,1.86373990474218,0.0625
"554",8474190,1.99566846356925,0.1234
"555",8474498,1.34583032924778,0.0431
"556",8474551,1.66990200435017,0.1183
"557",8474564,3.28956039540304,0.1665
"558",8474571,1.82457880624312,0.1072
"559",8474573,1.99133274330882,0.1156
"560",8474588,1.00636602752259,0.0982
"561",8475087,0.987744649716481,0.0535
"565",8459628,0.525799415143404,0.0314
"566",8460533,1.78121120154504,0.1121
"568",8462225,1.04137348719392,0.0583
"569",8464966,1.06147943696527,0.0453
"570",8465058,0.943741982774418,0.0644
"571",8466232,0.782005963782855,0.0329
"572",8467331,0.889443500424809,0.0517
"573",8467344,0.524602264489172,0.0323
"574",8467400,0.811429510583098,0.0504
"575",8467491,1.13476118585862,0.0898
"576",8467890,0.642339127431795,0.0329
"577",8468309,1.59150220940111,0.0695
"578",8468463,1.42222222222222,0.0837
"579",8468478,0.522404136148212,0.0221
"580",8468503,0,0
"581",8468636,0.380132944344245,0.036
"582",8468846,0.720491629582539,0.074
"583",8469470,1.15297525550274,0.065
"584",8469619,0.845595529086764,0.0307
"585",8469626,0.453598894868147,0.0317
"586",8469666,2.16445623342175,0.106
"587",8469707,2.15304044224614,0.1168
"588",8469755,1.5256588072122,0.1047
"589",8470203,1.62866449511401,0.0925
"590",8470225,0.949930734217297,0.0384
"591",8470232,1.27677684777983,0.0666
"592",8470268,1.14208935169634,0.0971
"593",8470280,1.46844287469287,0.1064
"594",8470283,1.3023129620837,0.1228
"595",8470309,1.39759303421885,0.0709
"596",8470329,1.09290526490892,0.0671
"597",8470580,0.822981366459627,0.0484
"598",8470600,1.16206976969063,0.0444
"599",8470625,1.19205298013245,0
"600",8470636,0.45107129432402,0.0833
"601",8470661,0.730048908505308,0.075
"602",8470705,0.847457627118644,0
"603",8470724,0.800865069442098,0.0403
"604",8470735,0,0
"605",8470741,1.81247153029177,0.1111
"606",8470777,0,0
"607",8470804,0.800328339831726,0.0338
"608",8470816,0.732600732600733,0.0925
"609",8470852,2.104729462093,0.1214
"610",8470867,0.926845415425356,0.0569
"611",8471254,1.70729155769432,0.117
"612",8471268,0.935361875342822,0.027
"613",8471269,0.485132627989771,0.0299
"614",8471279,0.715193897012079,0.0379
"615",8471280,1.48271831691434,0.0714
"616",8471336,2.10239439361495,0.25
"617",8471338,1.09403677978911,0.0921
"618",8471352,1.22639853823205,0.0785
"619",8471386,2.27258380152768,0.1505
"620",8471399,0.99659890848691,0.1363
"621",8471428,0.841580300787033,0
"622",8471436,0.731276405069773,0.0414
"623",8471450,1.49886247044654,0.1078
"624",8471451,0.941718112378361,0.1071
"625",8471483,1.94805194805195,0.0975
"626",8471663,0.701912260967379,0.0636
"627",8471689,1.25391849529781,0.0454
"628",8471692,0.251041023291028,0.0204
"629",8471697,2.02719205405845,0.0899
"630",8471733,1.10637703429489,0.076
"631",8471764,0.56980056980057,0.125
"632",8471767,0.79525962887884,0.0476
"633",8471768,1.02134831460674,0.0823
"634",8471829,1.85614849187935,0.2
"635",8471842,1.17275597654488,0.0793
"636",8471863,1.37931034482759,0.5
"637",8471976,2.05451174989679,0.1454
"638",8472263,1.50848522941546,0.1333
"639",8472355,0.72179203539823,0.0329
"640",8473419,3.0066103354253,0.1532
"641",8473466,1.05503375051046,0.1009
"642",8473492,1.50943396226415,0.0903
"643",8473514,1.05144025409806,0.0948
"644",8473537,1.62857327502639,0.0865
"645",8473546,1.79479768786127,0.1302
"646",8473568,0.994658316448701,0.0724
"647",8473584,0.770910754710456,0.0471
"648",8473592,0.925653834851602,0.0212
"649",8473600,1.18167546738975,0.0823
"650",8473618,2.18272013228607,0.1324
"651",8473687,0,0
"652",8473914,1.53787004998078,0.1066
"653",8473994,2.73656191542572,0.1318
"654",8473997,1.18986412045538,0.0588
"655",8473999,1.37747371320997,0.0992
"656",8474009,1.58971373311361,0.121
"657",8474037,2.30665562438307,0.1175
"658",8474042,0.564705882352941,0.125
"659",8474045,1.09422492401216,0
"660",8474053,2.46340906295574,0.1266
"661",8474094,1.48809523809524,0.0937
"662",8474096,1.14262896810161,0.1054
"663",8474125,0.724610201134756,0.0562
"664",8474154,0.72,0.0312
"665",8474189,1.5300232167702,0.0986
"666",8474220,1.3067677663951,0.0263
"667",8474250,1.25493841505926,0.0946
"668",8474291,1.05867649101024,0.0866
"669",8474519,0.822690287362241,0.0401
"670",8474552,2.13097713097713,0.152
"671",8474566,1.54876774629709,0.1034
"672",8474569,1.84288905435592,0.1135
"673",8474576,1.33499796041978,0.0774
"674",8474589,1.95541601255887,0.0995
"675",8474674,0.458744823192099,0.0408
"676",8474681,1.39529250272518,0.1037
"677",8475085,0,0
"678",8475086,1.68067226890756,0.2
"679",8475098,1.94729764930338,0.1293
"680",8475105,1.74778492535502,0.076
"681",8475118,0.817021276595745,0.0395
"682",8475158,2.19963101736501,0.118
"683",8475166,2.90534804424448,0.1284
"684",8475168,2.52791434047163,0.1327
"685",8475169,2.12868725202691,0.1003
"686",8475381,0.490196078431373,0.0487
"687",8475602,1.58730158730159,0.0769
"688",8475638,0,0
"690",8462093,1.77201439337362,0.1147
"691",8464981,0.549108422848239,0.0247
"692",8464984,1.21383667330668,0.0759
"693",8466212,0.43629753067717,0.0294
"694",8466215,1.27118644067797,0.0594
"695",8467519,0.484729438600938,0.046
"696",8467579,0.976668475311991,0.1176
"697",8468498,0.577230631903894,0.0234
"698",8469684,0.664191513108444,0.0407
"699",8469770,1.23425837744458,0.0609
"700",8470321,1.18965517241379,0.0684
"701",8470614,0.504537522341006,0.0504
"702",8470648,0.897755610972569,0
"703",8470685,0.600377510101048,0.0578
"704",8470708,0,0
"705",8470713,1.23295348402765,0.07
"706",8470737,1.419185282523,0.1136
"707",8470986,1.20535714285714,0.1153
"708",8471368,0,0
"709",8471474,0.427350427350427,0
"710",8471490,1.20448179271709,0.0857
"711",8471668,1.23725512658953,0.0597
"712",8471681,1.26811594202899,0.0669
"713",8471708,0.851351351351351,0.0547
"714",8471730,0,0
"715",8471762,0.865714113945612,0.0725
"716",8471817,1.04954908261636,0.108
"717",8471832,0,0
"718",8471856,1.03822557810288,0.0531
"719",8471862,1.50341461816872,0.0855
"720",8471956,0.876872488125685,0.0523
"721",8472370,0.453365365985973,0.0363
"722",8473444,1.23626373626374,0.1818
"723",8473542,1.24913254684247,0.1639
"724",8473558,0.990682863545229,0.0839
"725",8473562,0.418864412038473,0.028
"726",8473569,0.674662668665667,0.0476
"727",8473588,1.2267151294866,0.0757
"728",8473608,1.41347025067955,0.1509
"729",8473722,0.32426589803639,0.0462
"730",8473927,0.465416936005171,0.0384
"731",8474024,0.907152548943594,0.08
"732",8474025,0.671328671328671,0.032
"733",8474030,1.36748426307792,0.0422
"734",8474038,1.68294623472245,0.1666
"735",8474050,1.91938579654511,0.0909
"736",8474059,1.67419959598308,0.0727
"737",8474077,1.79425837320574,0.1538
"738",8474085,2.1259842519685,0.0714
"739",8474095,0.949554896142433,0.0583
"740",8474149,2.2323187834674,0.1326
"741",8474230,0.89075838178894,0.0625
"742",8474535,1.16508624874591,0.0588
"743",8474563,1.30083865312104,0.0638
"744",8474570,1.76704828272773,0.0983
"745",8474577,1.66808925740763,0.1368
"746",8474586,2.35086622611181,0.1271
"747",8474587,0.6,0
"748",8474592,1.32841328413284,0.0769
"749",8474609,1.45658263305322,0.1086
"750",8474610,1.34190662566396,0.0784
"751",8474613,2.03233762674705,0.091
"752",8474616,0.79943151536685,0.0227
"753",8474634,0.788695366414722,0.0588
"754",8474642,1.07789951423607,0.0791
"755",8474646,1.04826381305962,0.0732
"756",8474685,1.52439914727098,0.1091
"757",8474693,1.45102781136638,0.0769
"758",8474705,1.62162162162162,0.1204
"759",8474709,1.02227349365516,0.0771
"760",8474719,1.15830115830116,0.0909
"761",8474727,1.09659513978203,0.1141
"762",8474739,1.40477645826057,0.0837
"763",8474762,0,0
"764",8475149,1.93577260572271,0.1253
"765",8475150,1.0110838056071,0.071
"766",8475160,1.1267532162675,0.0662
"767",8475170,2.3161094224924,0.1352
"768",8475172,2.48156355227654,0.109
"769",8475175,1.22080287479387,0.0787
"770",8475185,0.958621980902453,0.0597
"771",8475204,1.92470837751856,0.1254
"772",8475266,1.11842105263158,0.0666
"773",8475304,0.232198142414861,0.0526
"774",8475323,1.07653408538364,0.0628
"775",8475372,0,0
"776",8475637,1.82627601200952,0.0966
"777",8475692,2.54599436225043,0.1117
"778",8475784,2.35290904231139,0.112
"779",8475788,1.16871094654015,0.085
"780",8475791,2.71944579316085,0.1013
"781",8475794,2.69324211551662,0.1107
"782",8475950,0,0
"783",8476205,1.21056493030081,0.0933
"785",8466333,0.765912542243386,0.0404
"786",8468598,1.56930019074659,0.0835
"787",8469598,0.955720572057206,0.0438
"788",8470005,2.26197516262567,0.14
"789",8470222,1.39388184223021,0.0515
"790",8470601,0.738129598523741,0.0377
"791",8470838,0,0
"792",8471228,2.48842940433972,0.1283
"793",8471241,0.416609938733833,0.0215
"794",8471312,1.47058823529412,0.0645
"795",8471402,1.10016977928693,0.1186
"796",8471409,0.762365754046286,0.0652
"797",8471482,1.13658091913645,0.0568
"798",8471752,0.890427900074202,0.0483
"799",8471810,0.6448723690103,0.04
"800",8471868,0.250513204133468,0.0512
"801",8471885,1.22511485451761,0.2857
"802",8471916,1.15052732502397,0.2222
